0,0,0,0,0,0,-1.2105,1.9588,-85.446,0,0,0,-2.018,6.5336,-78.437,0,0,0,0,0,0,0,0,0,-1.9533,-18.029,171.52,0,0,0,0,0,0,0,0,0,0,0,0,5.1818,9.5368,-7.6373,0,0,0,0,0,0
0,0,0,-302.53,150.24,6.2159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029.2,138.62,-235.44,0,0,0,0,0,0,0,0,0,0,0,0,-189.81,-210.37,-25.055,-536.81,-78.493,254.28
0,0,0,150.24,-361.75,15.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.62,1029.7,61.406,0,0,0,0,0,0,0,0,0,0,0,0,-210.37,-552.04,-110.22,-78.493,-115.86,33.386
0,0,0,6.2159,15.43,-64.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-235.44,61.406,212.89,0,0,0,0,0,0,0,0,0,0,0,0,-25.055,-110.22,-31.615,254.28,33.386,-116.55
-358.32,-362.67,2.4165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358.32,362.67,-2.4165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-362.67,-774.82,6.4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362.67,774.82,-6.4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.4165,6.4479,-105.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4165,-6.4479,105.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-633.2,-81.282,-41.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633.2,81.282,41.567,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.282,-113.42,-4.3859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.282,113.42,4.3859,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41.567,-4.3859,-21.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.567,4.3859,21.822,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-483.11,118,-4.3102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483.11,-118,4.3102,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,118,-115.84,2.1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-118,115.84,-2.1531,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-4.3102,2.1531,-36.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3102,-2.1531,36.774,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-305.56,-271.35,5.1818,0,0,0,0,0,0,0,0,0,0,0,0,305.56,271.35,-5.1818,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-271.35,-473.37,9.5368,0,0,0,0,0,0,0,0,0,0,0,0,271.35,473.37,-9.5368,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1818,9.5368,-7.6373,0,0,0,0,0,0,0,0,0,0,0,0,-5.1818,-9.5368,7.6373,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-189.81,-210.37,-25.055,0,0,0,0,0,0,0,0,0,0,0,0,189.81,210.37,25.055,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-210.37,-552.04,-110.22,0,0,0,0,0,0,0,0,0,0,0,0,210.37,552.04,110.22,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.055,-110.22,-31.615,0,0,0,0,0,0,0,0,0,0,0,0,25.055,110.22,31.615,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-536.81,-78.493,254.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536.81,78.493,-254.28
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78.493,-115.86,33.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.493,115.86,-33.386
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.28,33.386,-116.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-254.28,-33.386,116.55
